id;status;funcloc;sort_field;material_number;equipment_description;unique_id;qr_code_link;created_at
EMO000447;Installed;FP-01-SP1-CPO-SR06;SP1.CP.PS(F)3/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B";30;https://www.safesave.info/MIC.php?id=Fajar-MotorList30;2023-11-21 08:29:11
EMO000382;Installed;FP-01-SP1-CPO-T001-P004;SP1.CP.C1.P1/M;10010891;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";31;https://www.safesave.info/MIC.php?id=Fajar-MotorList31;2023-11-21 08:29:12
EMO000452;Installed;FP-01-SP1-MXW-T065-P086;SP1.MW.C1/P/M;10010668;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";32;https://www.safesave.info/MIC.php?id=Fajar-MotorList32;2023-11-21 08:29:13
EMO000453;Installed;FP-01-SP1-CPO-T005-P009;SP1.CP.T3/P1/M;;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";33;https://www.safesave.info/MIC.php?id=Fajar-MotorList33;2023-11-21 08:29:14
EMO000454;Available;;SP1.CP.T3/P2/M;10010883;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";34;https://www.safesave.info/MIC.php?id=Fajar-MotorList34;2023-11-21 08:29:15
EMO000455;Installed;FP-01-SP1-CPO-T006-A002;SP1.CP.C4/AGT/M;;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";35;https://www.safesave.info/MIC.php?id=Fajar-MotorList35;2023-11-21 08:29:16
EMO000456;Installed;FP-01-SP1-CPO-T006-P011;SP1.CP.C4/P1/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";36;https://www.safesave.info/MIC.php?id=Fajar-MotorList36;2023-11-21 08:29:17
EMO000458;Installed;FP-01-SP1-CPO-T007-P012;SP1.CP.C6/P1/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";37;https://www.safesave.info/MIC.php?id=Fajar-MotorList37;2023-11-21 08:29:18
EMO000459;Installed;FP-01-SP1-CPO-T008-P014;SP1.CP.C7/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";38;https://www.safesave.info/MIC.php?id=Fajar-MotorList38;2023-11-21 08:29:19
EMO000460;Installed;FP-01-SP1-CPO-T009-P015;SP1.CP.C8/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";39;https://www.safesave.info/MIC.php?id=Fajar-MotorList39;2023-11-21 08:29:20
EMO003501;Installed;FP-01-SP1-CPO-T010-P016;SP1.CP.C17/P1/M;10025942;"AC MOTOR;380V,50Hz,90kW,6P,315S,B3";40;https://www.safesave.info/MIC.php?id=Fajar-MotorList40;2023-11-21 08:29:21
EMO000462;Installed;FP-01-SP1-CPO-T011-P020;SP1.CP.T8/P1/M;10020913;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";41;https://www.safesave.info/MIC.php?id=Fajar-MotorList41;2023-11-21 08:29:22
EMO002103;Available;;SP1.CP.C10/P1/M;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";42;https://www.safesave.info/MIC.php?id=Fajar-MotorList42;2023-11-21 08:29:23
EMO000464;Installed;FP-01-SP1-CPO-T013-P022;SP1.CP.C11/P1/M;;"AC MOTOR;380V,50Hz,18.5kW,4P,160L,B3";43;https://www.safesave.info/MIC.php?id=Fajar-MotorList43;2023-11-21 08:29:24
EMO001060;Installed;FP-01-SP1-CPO-T014-P023;SP1.CP.C12/P1/M;10020888;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";44;https://www.safesave.info/MIC.php?id=Fajar-MotorList44;2023-11-21 08:29:25
EMO000467;Available;;SP1.CP.C13/P2/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";45;https://www.safesave.info/MIC.php?id=Fajar-MotorList45;2023-11-21 08:29:26
EMO000468;Available;;SP1.CP.C14/AGT/M;10020927;"AC MOTOR;380V,50Hz,22kW,6P,280S,B3";46;https://www.safesave.info/MIC.php?id=Fajar-MotorList46;2023-11-21 08:29:27
EMO000469;Installed;FP-01-SP1-CPO-T016-P027;SP1.CP.C14/P1/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";47;https://www.safesave.info/MIC.php?id=Fajar-MotorList47;2023-11-21 08:29:28
EMO000470;Installed;FP-01-SP1-CPO-T017-A004;SP1.CP.C5/AGT1/M;;"AC MOTOR;380V,50Hz,55kW,6P,280SC,B3";48;https://www.safesave.info/MIC.php?id=Fajar-MotorList48;2023-11-21 08:29:29
EMO000471;Installed;FP-01-SP1-CPO-T017-A005;SP1.CP.C5/AGT2/M;;"AC MOTOR;380V,50Hz,55kW,6P,280SC,B3";49;https://www.safesave.info/MIC.php?id=Fajar-MotorList49;2023-11-21 08:29:30
EMO000472;Installed;FP-01-SP1-CPO-T017-P028;SP1.CP.C5/P1/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";50;https://www.safesave.info/MIC.php?id=Fajar-MotorList50;2023-11-21 08:29:31
EMO002949;Installed;FP-01-SP1-CPO-T018-A006;SP1.CP.C5A/AGT1/M;10010901;"AC MOTOR;380V,50Hz,45kW,6P,280S,B3";51;https://www.safesave.info/MIC.php?id=Fajar-MotorList51;2023-11-21 08:29:32
EMO000474;Installed;FP-01-SP1-CPO-T018-A007;SP1.CP.C5A/AGT2/M;;"AC MOTOR;380V,50Hz,55kW,6P,280S,B3";52;https://www.safesave.info/MIC.php?id=Fajar-MotorList52;2023-11-21 08:29:33
EMO000476;Installed;FP-01-SP1-CPO-T019-P030;SP1.CP.C16/P1/M;10020913;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";53;https://www.safesave.info/MIC.php?id=Fajar-MotorList53;2023-11-21 08:29:34
EMO000545;Installed;FP-01-SP1-CPO-T020-A008;SP1.CP.C18/AGT/M;10011106;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";54;https://www.safesave.info/MIC.php?id=Fajar-MotorList54;2023-11-21 08:29:35
EMO000481;Installed;FP-01-SP1-CPO-T022-P033;SP1.CP.T7/P1/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";55;https://www.safesave.info/MIC.php?id=Fajar-MotorList55;2023-11-21 08:29:36
EMO000105;Available;;SP1.CP.C15/P3/M;10010923;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";56;https://www.safesave.info/MIC.php?id=Fajar-MotorList56;2023-11-21 08:29:37
EMO000487;Available;;SP1.CP.T5/P1/M;10010819;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";57;https://www.safesave.info/MIC.php?id=Fajar-MotorList57;2023-11-21 08:29:38
EMO003727;Installed;FP-01-SP1-CLD-TH21;SP1.CL.THK4/GB/M;10020936;"AC MOTOR;380V,50Hz,7.5kW,4P,132S,V1";58;https://www.safesave.info/MIC.php?id=Fajar-MotorList58;2023-11-21 08:29:39
EMO000489;Installed;FP-01-CH7-STA-T119-A036;CH7.7CAS02/AGT/M;10020904;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B5";59;https://www.safesave.info/MIC.php?id=Fajar-MotorList59;2023-11-21 08:29:40
EMO000491;Installed;FP-01-SP1-CPO-TH04;SP1.CP.THK3A/GB/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,V";60;https://www.safesave.info/MIC.php?id=Fajar-MotorList60;2023-11-21 08:29:41
EMO000490;Installed;FP-01-SP1-CPO-TH03;SP1.CP.THK2B/GB/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,V";61;https://www.safesave.info/MIC.php?id=Fajar-MotorList61;2023-11-21 08:29:42
EMO003782;Installed;FP-01-SP1-CPO-TH06;SP1.CP.THK4.C/SW(0)/GM/M;10010754;"AC MOTOR;380V,50Hz,0.11kW,4P";62;https://www.safesave.info/MIC.php?id=Fajar-MotorList62;2023-11-21 08:29:43
EMO003526;Installed;FP-01-ACH-PV1-CN02;ACH.PV1/CN2/M;10011082;"AC MOTOR;380V,50Hz,3.7kW,4P,112M,V1";63;https://www.safesave.info/MIC.php?id=Fajar-MotorList63;2023-11-21 08:29:44
EMO000496;Installed;FP-01-SP1-CPO-TH07;SP1.CP.THK4A/GB/M;;"AC MOTOR;380V,50Hz,15kW,4P,160L,V";64;https://www.safesave.info/MIC.php?id=Fajar-MotorList64;2023-11-21 08:29:45
EMO000495;Installed;FP-01-SP1-CPO-TH07-CHMX;SP1.CP.CHM1/GB/M;;"AC MOTOR;380V,50Hz,11kW,4P,160,B";65;https://www.safesave.info/MIC.php?id=Fajar-MotorList65;2023-11-21 08:29:46
EMO000497;Installed;FP-01-SP1-CPO-TH08;SP1.CP.THK5B/GB/M;;"AC MOTOR;380V,50Hz,0.37kW,4P,F71,V";66;https://www.safesave.info/MIC.php?id=Fajar-MotorList66;2023-11-21 08:29:47
EMO000499;Installed;FP-01-SP1-CPO-TH09;SP1.CP.THK5A/GB/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,V";67;https://www.safesave.info/MIC.php?id=Fajar-MotorList67;2023-11-21 08:29:48
EMO000570;Installed;FP-01-SP1-CPO-DKC1-P017;SP1.CP.DKC1/P1/M;10010669;"AC MOTOR;380V,50Hz,75kW,6P,280M,B3";68;https://www.safesave.info/MIC.php?id=Fajar-MotorList68;2023-11-21 08:29:49
EMO000672;Installed;FP-01-SP1-CPO-T018-P029;SP1.CP.C5A/P1/M;10010602;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";69;https://www.safesave.info/MIC.php?id=Fajar-MotorList69;2023-11-21 08:29:50
EMO000717;Installed;FP-01-SP1-CPO-RF01;SP1.CP.SNF/M;10010907;"AC MOTOR;380V,50Hz,200kW,4P,315M,B";70;https://www.safesave.info/MIC.php?id=Fajar-MotorList70;2023-11-21 08:29:51
EMO000885;Installed;FP-01-SP1-UKP-T066-P087;SP1.UK.C2/P1/M;10020916;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";71;https://www.safesave.info/MIC.php?id=Fajar-MotorList71;2023-11-21 08:29:52
EMO000913;Installed;FP-01-SP1-CPO-T001-A001;SP1.CP.C1/AGT/M;10010678;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";72;https://www.safesave.info/MIC.php?id=Fajar-MotorList72;2023-11-21 08:29:53
EMO000978;Installed;FP-01-SP1-CPO-TH23-P205;SP1.CP.C9/P2/M;10020523;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";73;https://www.safesave.info/MIC.php?id=Fajar-MotorList73;2023-11-21 08:29:54
EMO003408;Installed;FP-01-SP1-CPO-T023-P034;SP1.CP.C15/P1/M;10010560;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";74;https://www.safesave.info/MIC.php?id=Fajar-MotorList74;2023-11-21 08:29:55
EMO002151;Available;;SP2.OC.C5/P1/M;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";75;https://www.safesave.info/MIC.php?id=Fajar-MotorList75;2023-11-21 08:29:56
EMO002450;Available;;SP1.CP.C9/P1/M;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";76;https://www.safesave.info/MIC.php?id=Fajar-MotorList76;2023-11-21 08:29:57
EMO002913;Installed;FP-01-SP1-CPO-TH23-P224;SP1.CP.C9/P3/M;;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";77;https://www.safesave.info/MIC.php?id=Fajar-MotorList77;2023-11-21 08:29:58
EMO003133;Installed;FP-01-SP1-CPO-T023-P035;SP1.CP.C15/P2/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";78;https://www.safesave.info/MIC.php?id=Fajar-MotorList78;2023-11-21 08:29:59
EMO000520;Installed;FP-01-SP1-EFF-T379-P341;SP1.EFF/CPO_PIT_P/M;10010926;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";79;https://www.safesave.info/MIC.php?id=Fajar-MotorList79;2023-11-21 08:30:00
EMO003580;Installed;FP-01-SP1-CPO-DKC1;SP1.CP.DKC1/M;10010754;"AC MOTOR;380V,50HZ,0.11KW,4P";80;https://www.safesave.info/MIC.php?id=Fajar-MotorList80;2023-11-21 08:30:01
EMO003632;Installed;FP-01-SP1-CPO-SR03;SP1.CP.PS(C)2/M;10011110;"AC MOTOR;380V,50Hz,22kW,4P,180L,V5";81;https://www.safesave.info/MIC.php?id=Fajar-MotorList81;2023-11-21 08:30:02
EMO003635;Installed;FP-01-SP1-CPO-SR41;SP1.CP.PS(FIL)/M;10027433;"AC MOTOR;380V,50Hz,45kW,8P,280,B3";82;https://www.safesave.info/MIC.php?id=Fajar-MotorList82;2023-11-21 08:30:03
EMO003657;Installed;FP-01-SP1-CPO-T273-P353;SP1.CPO.T9/P1/M;;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";83;https://www.safesave.info/MIC.php?id=Fajar-MotorList83;2023-11-21 08:30:04
EMO000412;Installed;FP-01-SP1-CLD-T081-A031;SP1.CL.C10/AGT/M;10011027;"AC MOTOR;380V,50Hz,11kW,6P,160L,B3";84;https://www.safesave.info/MIC.php?id=Fajar-MotorList84;2023-11-21 08:30:05
EMO000085;Installed;FP-01-SP1-CLD-T087-A033;SP1.CL.C16/AGT/M;10020927;"AC MOTOR;380V,50Hz,22kW,6P,200,B3";85;https://www.safesave.info/MIC.php?id=Fajar-MotorList85;2023-11-21 08:30:06
EMO000193;Installed;FP-01-SP1-CLD-DSP2-IE2A;SP1.CL.DSP/IE2A/GB/M;10010596;"AC MOTOR;380V,50Hz,4kW,4P,112";86;https://www.safesave.info/MIC.php?id=Fajar-MotorList86;2023-11-21 08:30:07
EMO000368;Installed;FP-01-SP1-CLD-CN08;SP1.CON8/GB/M;10010673;"AC MOTOR;380V,50HZ,11KW,6P,160L";87;https://www.safesave.info/MIC.php?id=Fajar-MotorList87;2023-11-21 08:30:08
EMO000370;Installed;FP-01-SP1-CLD-DKC3-P106;SP1.CL.DKC1/P1/M;;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";88;https://www.safesave.info/MIC.php?id=Fajar-MotorList88;2023-11-21 08:30:09
EMO000372;Installed;FP-01-SP1-CLD-DKC4-P107;SP1.CL.DKC2/P1/M;10010623;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";89;https://www.safesave.info/MIC.php?id=Fajar-MotorList89;2023-11-21 08:30:10
EMO000498;Installed;FP-01-SP1-CLD-DSP2-CHMX;SP1.CL.DSP/CHM/GB/M;10020905;"AC MOTOR;380V,50Hz,11kW,4P,180L,B5";90;https://www.safesave.info/MIC.php?id=Fajar-MotorList90;2023-11-21 08:30:11
EMO000376;Installed;FP-01-SP1-CLD-DSP2;SP1.CL.DSP/GB/M;;"AC MOTOR;3000V,50Hz,250kW,8P,400AC,B";91;https://www.safesave.info/MIC.php?id=Fajar-MotorList91;2023-11-21 08:30:12
EMO000377;Installed;FP-01-SP1-CLD-DSP2-IE1A;SP1.CL.DSP/IE1A/GB/M;;"AC MOTOR;380V,50Hz,4kW,4P,112M,B";92;https://www.safesave.info/MIC.php?id=Fajar-MotorList92;2023-11-21 08:30:13
EMO000378;Installed;FP-01-SP1-CLD-DSP2-IE1B;SP1.CL.DSP/IE1B/GB/M;;"AC MOTOR;380V,50Hz,4kW,4P,112M,B";93;https://www.safesave.info/MIC.php?id=Fajar-MotorList93;2023-11-21 08:30:14
EMO000380;Installed;FP-01-SP1-CLD-DSP2-IE2B;SP1.CL.DSP/IE2B/GB/M;;"AC MOTOR;380V,50Hz,4kW,4P,112M,B";94;https://www.safesave.info/MIC.php?id=Fajar-MotorList94;2023-11-21 08:30:15
EMO000381;Available;;SP1.CL.DSP/IE2C/GB/M;10010970;"AC MOTOR;380V,50Hz,4kW,4P,112M,B3";95;https://www.safesave.info/MIC.php?id=Fajar-MotorList95;2023-11-21 08:30:16
EMO002850;Installed;FP-01-SP1-ONP-T027-P039;SP1.ON.C1/P1/M;10010920;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";96;https://www.safesave.info/MIC.php?id=Fajar-MotorList96;2023-11-21 08:30:17
EMO000383;Installed;FP-01-SP1-CLD-PU08;SP1.PUL8/GB/M;10010611;"AC MOTOR;380V,50HZ,200KW,6P,355,B";97;https://www.safesave.info/MIC.php?id=Fajar-MotorList97;2023-11-21 08:30:18
EMO000384;Installed;FP-01-SP1-CLD-PU08-P093;SP1.PUL8/P1/M;10020901;"AC MOTOR;380V,50Hz,45kW,4P,225M,B3";98;https://www.safesave.info/MIC.php?id=Fajar-MotorList98;2023-11-21 08:30:19
EMO004242;Installed;FP-01-SP1-CLD-SR20;SP1.CL.ADS1/M;;"AC MOTOR;380V,50Hz,45kW,6P,280S,B3";99;https://www.safesave.info/MIC.php?id=Fajar-MotorList99;2023-11-21 08:30:20
EMO000051;Installed;FP-01-SP1-CLD-SR21;SP1.CL.JNS1/M;10010596;"AC MOTOR;380V,50Hz,4kW,4P,112M,B3";100;https://www.safesave.info/MIC.php?id=Fajar-MotorList100;2023-11-21 08:30:21
EMO004243;Installed;FP-01-SP1-CLD-SR23;SP1.CL.PS(C)1/M;10027666;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";101;https://www.safesave.info/MIC.php?id=Fajar-MotorList101;2023-11-21 08:30:22
EMO000391;Installed;FP-01-SP1-CLD-SR25;SP1.CL.PS(F)1/M;;"AC MOTOR;380V,50Hz,55kW,8P";102;https://www.safesave.info/MIC.php?id=Fajar-MotorList102;2023-11-21 08:30:23
EMO000392;Installed;FP-01-SP1-CLD-SR26;SP1.CL.PS(F)2/M;;"AC MOTOR;380V,50Hz,37kW,6P,250M,V";103;https://www.safesave.info/MIC.php?id=Fajar-MotorList103;2023-11-21 08:30:24
EMO000393;Installed;FP-01-SP1-CLD-SR27;SP1.CL.PS(F)3/M;;"AC MOTOR;380V,50Hz,30kW,6P,225M,V";104;https://www.safesave.info/MIC.php?id=Fajar-MotorList104;2023-11-21 08:30:25
EMO000400;Installed;FP-01-SP1-CLD-T075-A027;SP1.CL.C4/AGT/M;;"AC MOTOR;380V,50Hz,15kW,6P,180L,B";105;https://www.safesave.info/MIC.php?id=Fajar-MotorList105;2023-11-21 08:30:26
EMO000402;Installed;FP-01-WW1-SLD-BP01;WW1.SLD.BNP1/M;10010674;"AC MOTOR;380V,50Hz,15kW,6P,180,B3";106;https://www.safesave.info/MIC.php?id=Fajar-MotorList106;2023-11-21 08:30:27
EMO000404;Installed;FP-01-SP1-CLD-T076-P098;SP1.CL.C5/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";107;https://www.safesave.info/MIC.php?id=Fajar-MotorList107;2023-11-21 08:30:28
EMO000726;Available;;SP1.CL.C6/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";108;https://www.safesave.info/MIC.php?id=Fajar-MotorList108;2023-11-21 08:30:29
EMO000408;Available;;SP1.CL.C7/P2/M;10010560;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";109;https://www.safesave.info/MIC.php?id=Fajar-MotorList109;2023-11-21 08:30:30
EMO000409;Installed;FP-01-SP1-CLD-T078-P102;SP1.CL.C7/P3/M;;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";110;https://www.safesave.info/MIC.php?id=Fajar-MotorList110;2023-11-21 08:30:31
EMO000485;Installed;FP-01-PM2-AP2-T056-P072;PM2.APP2.T4/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";111;https://www.safesave.info/MIC.php?id=Fajar-MotorList111;2023-11-21 08:30:32
EMO000413;Available;;SP1.CL.C10/P1/M;10010926;"AC MOTOR;380V,50Hz,55kW,4P,250M,B3";112;https://www.safesave.info/MIC.php?id=Fajar-MotorList112;2023-11-21 08:30:33
EMO000731;Available;;SP1.CL.C13/P1/M;10010918;"AC MOTOR;380V,50Hz,11kW,4P,160M,B3";113;https://www.safesave.info/MIC.php?id=Fajar-MotorList113;2023-11-21 08:30:34
EMO000416;Available;;SP1.CL.C17/P1/M;10010560;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";114;https://www.safesave.info/MIC.php?id=Fajar-MotorList114;2023-11-21 08:30:35
EMO000417;Installed;FP-01-SP1-CLD-T084-P114;SP1.CL.C17/P2/M;;"AC MOTOR;380V,50Hz,37kW,4P,225S,B3";115;https://www.safesave.info/MIC.php?id=Fajar-MotorList115;2023-11-21 08:30:36
EMO003417;Installed;FP-01-SP1-CLD-T084-P115;SP1.CL.C17/P3/M;10010844;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";116;https://www.safesave.info/MIC.php?id=Fajar-MotorList116;2023-11-21 08:30:37
EMO001684;Installed;FP-01-SP1-CLD-T085-P116;SP1.CL.C14/P1/M;10021419;"AC MOTOR;380V,50Hz,45kW,4P,225S,B3";117;https://www.safesave.info/MIC.php?id=Fajar-MotorList117;2023-11-21 08:30:38
EMO004978;Available;;SP1.CL.C15/P1/M;10010980;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";118;https://www.safesave.info/MIC.php?id=Fajar-MotorList118;2023-11-21 08:30:39
EMO003478;Available;;PM1.COT.BMB/BKR/GB/M;10026038;"DC MOTOR;440V,50Hz,30kW";119;https://www.safesave.info/MIC.php?id=Fajar-MotorList119;2023-11-21 08:30:40
EMO000423;Installed;FP-01-PM1-AP5-T174-P193;PM1.APP5.T2/P1/M;10010606;"AC MOTOR;380V,50Hz,18.5kW,4P,180M,B3";120;https://www.safesave.info/MIC.php?id=Fajar-MotorList120;2023-11-21 08:30:41
EMO000755;Installed;FP-01-SP1-CLD-T089-P109;SP1.CL.T2/P1/M;10010927;"AC MOTOR;380V,50Hz,75kW,4P,280S,B3";121;https://www.safesave.info/MIC.php?id=Fajar-MotorList121;2023-11-21 08:30:42
EMO000430;Installed;FP-01-SP2-NDL-TH04;SP2.ND.THK(LF)1/GB/M;10020815;"AC MOTOR;380V,50Hz,7.5KW,4P,132SMD,V1";122;https://www.safesave.info/MIC.php?id=Fajar-MotorList122;2023-11-21 08:30:44
EMO000429;Installed;FP-01-SP1-CLD-TH19;SP1.CL.THK2/GB/M;;"AC MOTOR;380V,50Hz,7.5kW,4P,160,B";123;https://www.safesave.info/MIC.php?id=Fajar-MotorList123;2023-11-21 08:30:45
EMO002130;Available;;SP1.CL.THK3/GB/M;10011030;"AC MOTOR;380V,50Hz,7.5kW,4P,160M,V1";124;https://www.safesave.info/MIC.php?id=Fajar-MotorList124;2023-11-21 08:30:46
EMO003129;Installed;FP-01-SP1-CLD-TH21;SP1.CL.THK4/SW(O)/M;;"AC MOTOR;380V,50Hz,0.55kW,4P";125;https://www.safesave.info/MIC.php?id=Fajar-MotorList125;2023-11-21 08:30:47
EMO001676;Available;;SP1.CL.THK4/GB/M;10011030;"AC MOTOR;380V,50Hz,7.5kW,4P,160M,V1";126;https://www.safesave.info/MIC.php?id=Fajar-MotorList126;2023-11-21 08:30:48
EMO000997;Installed;FP-01-SP7-OCC-TH03;CON DSF/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";127;https://www.safesave.info/MIC.php?id=Fajar-MotorList127;2023-11-21 08:30:49
EMO001616;Available;;SP1.CL.C1/P1/M;10027267;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";128;https://www.safesave.info/MIC.php?id=Fajar-MotorList128;2023-11-21 08:30:50
EMO000341;Installed;FP-01-SP1-CLD-TH21-P119;SP1.CL.THK4/P1/M;10020888;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";129;https://www.safesave.info/MIC.php?id=Fajar-MotorList129;2023-11-21 08:30:51
EMO002140;Installed;FP-01-PM1-AP5-SR32;PM1.APP5.PS1/M;10010665;"AC MOTOR;380V,50Hz,55kW,4P,250S,B3";130;https://www.safesave.info/MIC.php?id=Fajar-MotorList130;2023-11-21 08:30:52
EMO000758;Installed;FP-01-SP1-CLD-T078-P100;SP1.CL.C7/P1/M;10010980;"AC MOTOR;380V,50Hz,30kW,4P,B3";131;https://www.safesave.info/MIC.php?id=Fajar-MotorList131;2023-11-21 08:30:53
EMO000103;Installed;FP-01-SP1-CLD-T079-P103;SP1.CL.C8/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";132;https://www.safesave.info/MIC.php?id=Fajar-MotorList132;2023-11-21 08:30:54
EMO000411;Available;;SP1.CL.C4/P1/M;10010924;"AC MOTOR;380V,50Hz,15kW,4P,160L,B3";133;https://www.safesave.info/MIC.php?id=Fajar-MotorList133;2023-11-21 08:30:55
EMO000523;Available;;SP1.CL.DKC3/P1/M;10020913;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";134;https://www.safesave.info/MIC.php?id=Fajar-MotorList134;2023-11-21 08:30:56
EMO001666;Installed;FP-01-SP2-NDL-T022-P033;SP2.ND.T2A/P1/M;10010678;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";135;https://www.safesave.info/MIC.php?id=Fajar-MotorList135;2023-11-21 08:30:57
EMO001814;Installed;FP-01-SP1-CLD-T073-A025;SP1.CL.C2/AGT/M;10010648;"AC MOTOR;380V,50Hz,3.7kW,8P";136;https://www.safesave.info/MIC.php?id=Fajar-MotorList136;2023-11-21 08:30:58
EMO002169;Installed;FP-01-PM2-AP3-T058-A023;PM2.APP3.C1/AGT/M;10010674;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";137;https://www.safesave.info/MIC.php?id=Fajar-MotorList137;2023-11-21 08:30:59
EMO000747;Installed;FP-01-SP1-CLD-T086-A032;SP1.CL.C15/AGT/M;10010674;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";138;https://www.safesave.info/MIC.php?id=Fajar-MotorList138;2023-11-21 08:31:00
EMO003914;Installed;FP-01-SP1-CLD-T090-P112;SP1.CL.T3/P1/M;10031911;"AC MOTOR;380V,50Hz,7.5kW,4P,132M,B3";139;https://www.safesave.info/MIC.php?id=Fajar-MotorList139;2023-11-21 08:31:01
EMO002709;Available;;SP1.CL.C5/AGT2/M;10010674;"AC MOTOR;380V,50Hz,15kW,6P,180L,B3";140;https://www.safesave.info/MIC.php?id=Fajar-MotorList140;2023-11-21 08:31:02
EMO003148;Installed;FP-01-SP1-MXW-T050-P064;SP1.MW.C4/P2/M;10010668;"AC MOTOR;380V,50Hz,75kW,4P,250M,B3";141;https://www.safesave.info/MIC.php?id=Fajar-MotorList141;2023-11-21 08:31:03
EMO002119;Installed;FP-01-SP1-CLD-T072-A024;SP1.CL.C1/AGT/M;10020927;"AC MOTOR;380V,50Hz,22kW,6P,200L,B3";142;https://www.safesave.info/MIC.php?id=Fajar-MotorList142;2023-11-21 08:31:04
EMO000036;Installed;FP-01-SP1-MXW-T050-P057;SP1.MW.C4/P6/M;;"AC MOTOR;380V,50Hz,132kW,4P,315M,B3";143;https://www.safesave.info/MIC.php?id=Fajar-MotorList143;2023-11-21 08:31:05
EMO000486;Installed;FP-01-PM1-AP3-T160-P177;PM1.APP3.C(MC)/P1/M;10020934;"AC MOTOR;380V,50Hz,30kW,4P,200L,B3";144;https://www.safesave.info/MIC.php?id=Fajar-MotorList144;2023-11-21 08:31:06
EMO000414;Available;;SP1.MW.VS2/P1/M;10010678;"AC MOTOR;380V,50Hz,22kW,4P,180L,B3";145;https://www.safesave.info/MIC.php?id=Fajar-MotorList145;2023-11-21 08:31:07
EMO000502;Installed;FP-01-SP1-MXW-DSP1;SP1.MW.DSP1/M;;"AC MOTOR;380V,50Hz,500kW,4P,430A,B";146;https://www.safesave.info/MIC.php?id=Fajar-MotorList146;2023-11-21 08:31:08
EMO000513;Installed;FP-01-SP1-MXW-RF04;SP1.MW.DDR1/M;10031609;"AC MOTOR;3kV,50Hz,450kW,12P,8407S,B3";147;https://www.safesave.info/MIC.php?id=Fajar-MotorList147;2023-11-21 08:31:09
